5803	LR10HAF1012	LR10HLS20AN001	FLAME SCANNER COOLING AIR FAN B #10	LR10HAF10	1.0	P	21	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5804	LR10PA		OPEN COOLING WATER SYSTEM	LR10	1.0	S	6	UJRB		1.00																		UNIT10	2021-08-05 14:17:21	\N
5805	LR10PA1	LR10PAB10GH001	HYDRAULIC POWER UNIT FOR DISCHARGE VALVE CWP #10	LR10PA	1.0	S	7	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5806	LR10PA2		DESALINATION PUMP SYSTEM	LR10PA	1.0	S	7	UJRB		1.00																		UNIT10	2021-08-05 14:17:21	\N
5807	LR10PA21	LR10GAF10AP001	DESALINATION PUMP 10A	LR10PA2	1.0	P	8	UJRB	supporting	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5808	LR10PA22	LR10GAF20AP001	DESALINATION PUMP 10B	LR10PA2	1.0	P	8	UJRB	supporting	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5809	LR10PA3		CIRCULATING WATER PUMP SYSTEM	LR10PA	1.0	S	7	UJRB		1.00																		UNIT10	2021-08-05 14:17:21	\N
5810	LR10PAC10		CWP A SYSTEM	LR10PA3	0.5	P	8	UJRB		1.00																		UNIT10	2021-08-05 14:17:21	\N
5811	LR10PAC1011	LR10PAC10AP001	CWP A PUMP	LR10PAC10	1.0	S	9	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5812	LR10PAC1021	LR10PAA10AT010	TRAVELING BAND SCREEN A	LR10PAC10	1.0	S	9	UJRB	supporting	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5813	LR10PAC1031	LR10PAA10AP001	SCREEN WASH PUMP A	LR10PAC10	1.0	S	9	UJRB	supporting	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
